"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSSSCT00000069707.2",0.95412326214299,5.13525297112197,3.8033450464136,0.000505494353776687,0.999995459820042,-1.20464414144248
"ENSSSCT00000093936.1",0.820146451960347,4.2019165613577,3.72554430577764,0.0006336833714925,0.999995459820042,-1.89495652651486
"ENSSSCT00000060481.1",0.594589201318824,3.91120447042952,3.31306472802868,0.00203789352231761,0.999995459820042,-2.27166752253577
"ENSSSCT00000090851.1",0.282199414153616,5.44057858279323,3.03861305150132,0.00429143315949635,0.999995459820042,-2.29033301504478
"ENSSSCT00000059095.3",0.601181329346235,5.71993303615671,2.89408750918998,0.00627604728499185,0.999995459820042,-2.52578799264542
"ENSSSCT00000088087.1",-2.29682223264742,5.28887390747905,-3.14502790906406,0.00322613136138513,0.999995459820042,-2.76179369990609
"ENSSSCT00000038045.2",2.99510663075797,0.98173483236895,3.63241371651223,0.000828714615240555,0.999995459820042,-2.79970890857338
"ENSSSCT00000063045.3",0.375262809180713,3.91738031051874,2.89584777161632,0.00624739139014777,0.999995459820042,-2.91501464706047
"ENSSSCT00000098576.1",-3.53732841137176,0.472999002244278,-3.23270182752834,0.00254188963318315,0.999995459820042,-2.9318402871567
"ENSSSCT00000056447.2",0.297349458731287,5.89638628348843,2.59013517617903,0.013543434020262,0.999995459820042,-2.96291058562322
"ENSSSCT00000068913.1",-0.709657168479771,4.1412188852728,-2.68082671836597,0.0108148575363466,0.999995459820042,-2.9841961181217
"ENSSSCT00000008164.5",-0.256009929055639,5.12695572922093,-2.57050344992215,0.0142118287617689,0.999995459820042,-3.02564824900705
"ENSSSCT00000051367.3",0.437805000094227,4.32268461017135,2.66425033581084,0.0112721865056995,0.999995459820042,-3.08316863765731
"ENSSSCT00000043756.3",0.347272077085146,4.09809362317479,2.71072206743127,0.0100331599728597,0.999995459820042,-3.10531718337827
"ENSSSCT00000028931.4",-0.556356655900303,3.76942782956209,-2.78322446139788,0.00834958780651313,0.999995459820042,-3.11470125491305
