"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSSSCT00000106104.1",0.538899936097543,12.2476259948962,2.75589742890795,0.00895068139343841,0.999997888267609,-3.23808595066941
"ENSSSCT00000019676.1",0.507507223518969,12.0771598944166,2.64193129369976,0.0119161731204275,0.999997888267609,-3.35869849799232
"ENSSSCT00000102025.1",0.474523553156759,9.71359315922139,2.69591862034118,0.0104134581954159,0.999997888267609,-3.43049886420154
"ENSSSCT00000104809.1",0.553721532673132,11.7710481766426,2.56056691557096,0.0145615479518831,0.999997888267609,-3.47111982530788
"ENSSSCT00000050390.3",0.337469417380634,10.8783791268858,2.54345567718852,0.0151823211934443,0.999997888267609,-3.51081320251668
"ENSSSCT00000053624.3",0.605723453764861,5.01659590429036,3.14397463906577,0.00323532592099168,0.999997888267609,-3.63517572344028
"ENSSSCT00000048614.2",0.526822154721866,6.09020911512962,2.787724786274,0.0082542733255623,0.999997888267609,-3.68657486431101
"ENSSSCT00000043846.3",0.868171157838635,3.89728228426011,3.10983535193426,0.00354714219243776,0.999997888267609,-3.78271230180894
"ENSSSCT00000011621.5",-1.01930970309383,5.30977180376465,-2.90281835515045,0.00613511324302143,0.999997888267609,-3.80243606413501
"ENSSSCT00000074756.2",-0.407014463699699,6.12178973326265,-2.53735038544909,0.0154096148615573,0.999997888267609,-3.82297911523673
"ENSSSCT00000079454.2",0.525641884780587,5.12534671557899,2.6635509866708,0.0112918679776458,0.999997888267609,-3.92019039386894
"ENSSSCT00000038822.3",0.806140714377453,3.86475659983806,3.0258973829537,0.00443892917235648,0.999997888267609,-3.92274163939119
"ENSSSCT00000011518.5",0.678999753569801,4.98557591644616,2.69758199224416,0.0103700708606291,0.999997888267609,-3.9252119572367
"ENSSSCT00000107631.1",1.88132935728883,4.67251228912284,3.34098440856115,0.00188626858514418,0.999997888267609,-3.92723166216925
"ENSSSCT00000044641.2",0.830019375562664,3.73405093016145,3.23101353693835,0.00255365384157197,0.999997888267609,-3.93198817658575
"ENSSSCT00000055715.3",0.31108997914041,7.14793125691477,2.2683671434186,0.0290930296715473,0.999997888267609,-3.95829790077671
"ENSSSCT00000009364.5",-0.253435856198366,5.28800748898608,-2.50904434117756,0.0165046460700044,0.999997888267609,-3.9877797395402
"ENSSSCT00000050928.3",-0.675118027528238,6.06707251344238,-2.39535244641372,0.0216550232859246,0.999997888267609,-3.99045428124961
"ENSSSCT00000040018.3",-1.61254032819972,4.97125675962757,-2.85067406981794,0.00702292318375487,0.999997888267609,-4.00112016153172
"ENSSSCT00000072583.1",0.315172836363459,5.38364971350891,2.43765403090037,0.019588998212937,0.999997888267609,-4.00636581283292
"ENSSSCT00000061563.3",-0.646388376404024,4.19498014652833,-2.84327004535921,0.00715830283844328,0.999997888267609,-4.01770610935411
"ENSSSCT00000101922.1",-0.367130647543561,5.35389175757606,-2.30162920755361,0.0269505561591862,0.999997888267609,-4.06703431537691
"ENSSSCT00000092186.1",-0.239332053314758,6.1600404150415,-2.1790116771641,0.0356216700773248,0.999997888267609,-4.06928879030236
"ENSSSCT00000101469.1",0.269205733085038,5.90557497845041,2.19331043121775,0.0344965129330009,0.999997888267609,-4.0722708997773
"ENSSSCT00000064991.3",-0.65422408294139,3.34526588769854,-2.59318893747818,0.013442097413556,0.999997888267609,-4.07339005028068
"ENSSSCT00000026199.3",-0.379222729614134,5.26396886764264,-2.31561279546178,0.0260929306473904,0.999997888267609,-4.0763648261529
"ENSSSCT00000037969.3",-0.483189734645535,3.19086290222935,-3.0119436173602,0.00460627673238084,0.999997888267609,-4.0821607433186
"ENSSSCT00000024746.3",-0.378206404109586,3.94929920348786,-2.78366069779755,0.00834030394470872,0.999997888267609,-4.08513888611922
"ENSSSCT00000039196.3",0.419274502853814,6.49201726689446,2.10987672500143,0.0415332173128486,0.999997888267609,-4.08712974234699
"ENSSSCT00000019677.1",0.279785838023836,12.9517902712475,1.8738325050149,0.0686845446226523,0.999997888267609,-4.08786487776986
"ENSSSCT00000038533.3",0.985613034172733,4.54088993050097,2.77983759364569,0.00842199380744775,0.999997888267609,-4.08953343641826
"ENSSSCT00000051374.3",0.455992913160332,4.81122285586583,2.38183379654173,0.0223557265136543,0.999997888267609,-4.09270745295705
