"target_id","ext_gene","target_biotype","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSSSCG00000005436","RAD23B","protein_coding",2,14.7942669440516,4.20649939756161e-13,1.35343011143019e-11
"ENSSSCG00000003268","TSEN34","protein_coding",2,11.8188495390976,4.61049210616626e-13,1.4802972869441e-11
"ENSSSCG00000055235","COQ8B","protein_coding",1,5.5674384882453,4.93875567877509e-13,1.58236903645115e-11
"ENSSSCG00000014337","ETF1","protein_coding",1,8.50876240106058,4.99428500209911e-13,1.59681292232386e-11
"ENSSSCG00000031594","NICN1","protein_coding",1,5.93176749815228,5.02385623355783e-13,1.60291429681554e-11
"ENSSSCG00000038991",NA,"protein_coding",2,12.6011845109038,5.22950594238049e-13,1.66505290244586e-11
"ENSSSCG00000011940","DZIP3","protein_coding",1,4.88035332517848,5.2869562970804e-13,1.67984517855052e-11
"ENSSSCG00000010996","BAG1","protein_coding",7,39.2618784738491,5.29858292451918e-13,1.68004653185533e-11
"ENSSSCG00000025425","FCSK","protein_coding",5,18.6009734316514,5.45327941358802e-13,1.72551696227465e-11
"ENSSSCG00000024279","ZMAT5","protein_coding",1,5.99986353325246,5.56392170372515e-13,1.75156333967007e-11
"ENSSSCG00000016217","DNAJB2","protein_coding",5,23.9937307332554,5.56997829666724e-13,1.75156333967007e-11
"ENSSSCG00000015611","UTP25","protein_coding",1,7.65086927647695,5.54760445585753e-13,1.75156333967007e-11
"ENSSSCG00000009043","ABCE1","protein_coding",3,17.1571893797422,5.58986744547776e-13,1.75320452099012e-11
"ENSSSCG00000017983","PER1","protein_coding",1,7.92666224005036,5.59814045830778e-13,1.75320452099012e-11
