"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSSSCT00000043205.2",0.0264125828351789,5.90469586933189,0.278258081257757,0.78236906577405,0.999921722309542,-5.35055605529745
"ENSSSCT00000030765.4",-0.0315265346144384,5.75155317344583,-0.163999492411271,0.870627410105297,0.999921722309542,-5.35062161566849
"ENSSSCT00000063937.3",0.0353907656982848,6.12926262658098,0.283111383277336,0.778675216753826,0.999921722309542,-5.35067848484438
"ENSSSCT00000016882.5",-0.00228409785807404,5.68912797715939,-0.0268936099727533,0.9786896500734,0.999921722309542,-5.35072095441406
"ENSSSCT00000024535.3",-0.0456186662217251,5.81811651780246,-0.15235080429458,0.879741041183298,0.999921722309542,-5.35082735397849
"ENSSSCT00000065689.3",0.0143847312889314,5.69231722525397,0.107363683980721,0.915082651050006,0.999921722309542,-5.35098143650576
"ENSSSCT00000095192.1",-0.0398480040628097,6.90481804678909,-0.502860259746428,0.618053677215379,0.999921722309542,-5.35101123325714
"ENSSSCT00000077949.2",-0.227536043414418,5.98357882958434,-0.364758354473076,0.717376013104263,0.999921722309542,-5.35104819133256
"ENSSSCT00000006249.5",-0.00226434918078944,5.64511849060736,-0.0355817470787412,0.971807836926168,0.999921722309542,-5.35134494607502
"ENSSSCT00000051356.3",-0.0486220673290259,6.55386884985845,-0.435471445252779,0.665759427230342,0.999921722309542,-5.35139437095669
"ENSSSCT00000008206.5",-0.00575564743667822,5.75460821936226,-0.0425058607881956,0.966324833037114,0.999921722309542,-5.35142349982056
"ENSSSCT00000076436.2",-0.0942176977620175,5.609991648833,-0.13405216622883,0.894090497524923,0.999921722309542,-5.35145816872883
"ENSSSCT00000014215.5",-0.0844420767328291,5.82755754380438,-0.193213409202099,0.847852438099775,0.999921722309542,-5.35156780546265
"ENSSSCT00000000464.5",-0.0215569695497191,5.76678663667902,-0.164289791432182,0.870400510569606,0.999921722309542,-5.35162391853966
"ENSSSCT00000045712.3",-0.0266678657169157,5.74165863396338,-0.151260765921409,0.880594728282687,0.999921722309542,-5.35177312995817
"ENSSSCT00000062708.2",-0.000894103389244449,5.7302902989454,-0.0107787840561725,0.991458062656261,0.999921722309542,-5.35180558921633
"ENSSSCT00000003612.5",0.0398569168627327,5.79351337820485,0.192725164531884,0.848232042871689,0.999921722309542,-5.35182601707081
"ENSSSCT00000001349.5",0.0114038184150047,5.72033943377681,0.0715002415581519,0.943386131938848,0.999921722309542,-5.35185957069371
"ENSSSCT00000105894.1",-0.0467174187090222,6.30464683662693,-0.346783636534607,0.730725666180031,0.999921722309542,-5.35190414616459
"ENSSSCT00000016155.5",-0.0350654240365866,6.06189152057444,-0.306096436035382,0.761253262614652,0.999921722309542,-5.35195658632908
"ENSSSCT00000101758.1",-0.0702692303339703,6.18309734773267,-0.344310589535577,0.732569149617997,0.999921722309542,-5.35205854727241
"ENSSSCT00000058116.3",0.0143219159768124,5.82170534659267,0.10643198167533,0.915816698465069,0.999921722309542,-5.35217977943152
"ENSSSCT00000084502.2",0.00145240083100795,5.69947920319609,0.0182949036888564,0.98550225381661,0.999921722309542,-5.35220669702954
"ENSSSCT00000086119.2",-0.113597049130801,6.17668304394728,-0.324938678595084,0.74706437982657,0.999921722309542,-5.35236172346021
"ENSSSCT00000095747.1",0.0618447167645231,6.31092331954952,0.353497457214246,0.725729169817382,0.999921722309542,-5.35240317397152
"ENSSSCT00000064532.2",0.324071280304552,7.31035451983275,0.57152686575338,0.571110994086238,0.999921722309542,-5.35260413051727
"ENSSSCT00000106259.1",0.00534557605702268,5.66047730981379,0.0467801986888631,0.962940919493204,0.999921722309542,-5.35267758958788
"ENSSSCT00000101593.1",0.0875313978210626,6.6284233223274,0.438719873607711,0.663425074347342,0.999921722309542,-5.35269011764794
"ENSSSCT00000028048.4",-0.00731914112362819,5.74295466003756,-0.0574296209331253,0.954513129873734,0.999921722309542,-5.35277086576766
"ENSSSCT00000000292.4",0.0588940293774423,7.71761146234014,0.601114951486796,0.551441956917179,0.999921722309542,-5.35282320345888
"ENSSSCT00000048726.3",-0.0459754417736784,5.81033357202379,-0.194841457425475,0.846586914836971,0.999921722309542,-5.35282648507115
"ENSSSCT00000048525.2",-0.00154090613756441,5.7666717465256,-0.0122952900936128,0.99025632502271,0.999921722309542,-5.35283560883546
"ENSSSCT00000037584.3",0.0219205131002767,5.84242637879166,0.186971318274432,0.852708331044247,0.999921722309542,-5.35295072405355
"ENSSSCT00000034089.4",-0.0355031116055438,6.50519405114423,-0.430570332115488,0.669287800232286,0.999921722309542,-5.35298129706391
"ENSSSCT00000023644.4",0.0292388574178108,5.91892399147771,0.127501198970026,0.899236692888816,0.999921722309542,-5.35305614838889
"ENSSSCT00000004997.3",-0.00579689977686648,5.7189270596094,-0.0582922999868311,0.953830637479835,0.999921722309542,-5.35306963309509
"ENSSSCT00000088577.2",0.053001023852512,6.17585852130058,0.323377050131588,0.748237033710199,0.999921722309542,-5.35307038450107
"ENSSSCT00000098254.1",-0.0208404177601818,5.67428038034263,-0.121433709652522,0.904007029114535,0.999921722309542,-5.35309064254576
"ENSSSCT00000019628.4",0.147683059403994,10.5300557727192,0.817976179585798,0.41862661426728,0.999921722309542,-5.35312546826746
"ENSSSCT00000011282.5",-0.0552085005945724,6.62470468470828,-0.458590832253897,0.649220282452222,0.999921722309542,-5.35316696813581
"ENSSSCT00000093565.1",0.0156455168807641,5.92931178621518,0.234024515168922,0.816260765169155,0.999921722309542,-5.3531713912445
"ENSSSCT00000064068.3",-0.0292096780688835,5.84722494003665,-0.186779183692999,0.85285789105021,0.999921722309542,-5.35329104558344
"ENSSSCT00000005469.5",-0.0784996932734323,6.52448441365898,-0.435057068000182,0.666057446111503,0.999921722309542,-5.35332730096257
"ENSSSCT00000014280.5",-0.0919956301283085,7.49270976060306,-0.566177962997194,0.574703529915467,0.999921722309542,-5.3534082790563
"ENSSSCT00000025122.4",0.00220270649837495,5.78208289343175,0.0110678343470045,0.991229006460039,0.999921722309542,-5.35341821108664
"ENSSSCT00000018688.4",0.110915323573757,5.91818950836173,0.243825545489098,0.808717784119651,0.999921722309542,-5.35343736912395
"ENSSSCT00000053658.3",0.055808646999032,6.13918775140129,0.29443838461727,0.770074597413766,0.999921722309542,-5.35347456436922
"ENSSSCT00000019519.5",-0.0110678549167762,5.77852213807357,-0.129258441415793,0.89785582627011,0.999921722309542,-5.35351105454371
