"target_id","ext_gene","target_biotype","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSSSCG00000032344","KIAA1143","protein_coding",1,5.43284315226579,0.0135264712522134,0.0237598474304673
"ENSSSCG00000012618","SOWAHD","protein_coding",1,4.0642468014781,0.0135276408545686,0.0237598474304673
"ENSSSCG00000013049","RCOR2","protein_coding",1,4.92675254795353,0.0135366143968624,0.0237701327657479
"ENSSSCG00000027098","TBC1D24","protein_coding",2,11.9087659650096,0.0135357266932731,0.0237701327657479
"ENSSSCG00000007647","TRAPPC14","protein_coding",1,6.89413271882875,0.0135382374605114,0.0237702455999238
"ENSSSCG00000024484","DEGS1","protein_coding",1,7.70997066424216,0.0135398390533067,0.0237703207142383
"ENSSSCG00000011565","BRK1","protein_coding",1,8.42999468177313,0.0135482445583175,0.0237823392736023
"ENSSSCG00000005911","OPLAH","protein_coding",2,13.2160381389321,0.0135558049046362,0.0237928716610033
"ENSSSCG00000010039","SLC5A4","protein_coding",1,4.50130578003954,0.0135629619727158,0.0238014389460242
"ENSSSCG00000001847","MESP1","protein_coding",1,3.13736699139194,0.0135638077540134,0.0238014389460242
"ENSSSCG00000035196","BTBD8","protein_coding",1,5.37519790798725,0.013565724658742,0.0238020636659943
"ENSSSCG00000057216",NA,"lncRNA",1,2.16285161505394,0.0135878842558115,0.0238382014515497
"ENSSSCG00000056591",NA,"lncRNA",1,3.30298070501399,0.0135919898275099,0.0238426610927986
"ENSSSCG00000060376",NA,"lncRNA",1,4.47378855239875,0.013594750447612,0.0238447607057322
"ENSSSCG00000013399","TEAD1","protein_coding",4,18.6569939081716,0.0136050866820023,0.0238601456945203
"ENSSSCG00000030578","MRPL15","protein_coding",1,7.09996765130441,0.0136092616035711,0.0238647228832631
"ENSSSCG00000000968","SBF1","protein_coding",3,21.3487194721329,0.0136235929147366,0.023887106859471
"ENSSSCG00000008491","QPCT","protein_coding",1,6.15942425131857,0.0136317737811127,0.0238987029648411
"ENSSSCG00000031261","RHOQ","protein_coding",1,6.1625748611753,0.0136341344870734,0.0239000938950893
"ENSSSCG00000013321","ELP4","protein_coding",2,9.01515205817069,0.0136395207393758,0.0239040399672154
"ENSSSCG00000025363","SNX17","protein_coding",2,14.1560794561604,0.0136388676998069,0.0239040399672154
"ENSSSCG00000012950",NA,"protein_coding",1,5.42486363793951,0.013668318396526,0.0239517567488652
"ENSSSCG00000036783","CCDC127","protein_coding",1,7.25141920400861,0.0136777133738613,0.0239654660735391
"ENSSSCG00000033707",NA,"lncRNA",1,2.99792718298997,0.013686293576891,0.0239777448017016
"ENSSSCG00000055449",NA,"protein_coding",1,1.5085660270233,0.0136883184071959,0.0239785373223814
"ENSSSCG00000005347","POLR1E","protein_coding",1,6.59424700192187,0.0136979298900786,0.0239883856202262
"ENSSSCG00000015504","CACYBP","protein_coding",1,7.62878386604677,0.0136986597141406,0.0239883856202262
"ENSSSCG00000026395","TARS2","protein_coding",2,13.2574809706665,0.0136958091828789,0.0239883856202262
"ENSSSCG00000038549","ZFP36L2","protein_coding",2,14.3744058064622,0.0137004921871463,0.0239888397475938
"ENSSSCG00000022364","CPT1B","protein_coding",1,4.05998650146213,0.0137119232015848,0.024006098381282
"ENSSSCG00000046512",NA,"lncRNA",1,4.19922464353944,0.0137194294428748,0.0240164825593385
"ENSSSCG00000025981","SLC38A5","protein_coding",1,5.38538129635965,0.0137321597707908,0.0240332496665659
"ENSSSCG00000048237",NA,"protein_coding",1,4.09578397288402,0.0137319695731694,0.0240332496665659
"ENSSSCG00000036549","DPYSL3","protein_coding",1,3.14510738616486,0.0137365336829892,0.0240381457576201
"ENSSSCG00000038888","C1orf122","protein_coding",1,6.44913826649148,0.0137395164840447,0.0240406066397244
"ENSSSCG00000010672","RAB11FIP2","protein_coding",1,5.70186785372039,0.0137509640905048,0.0240578764818848
"ENSSSCG00000004238","HSF2","protein_coding",2,9.14954127854771,0.0137561582455699,0.0240642029467357
"ENSSSCG00000016569","SMO","protein_coding",1,4.83463727885745,0.0137652877224928,0.0240774113879666
"ENSSSCG00000003241","ZNF614","protein_coding",1,4.4683896360554,0.0137705641205091,0.0240838779990416
"ENSSSCG00000001001",NA,"protein_coding",1,5.96186250569382,0.0137894272114335,0.0241141027003612
"ENSSSCG00000007636","GJC3","protein_coding",1,4.70688220857885,0.013791199353544,0.0241144362965477
"ENSSSCG00000062424","PDF","protein_coding",1,5.15376407573418,0.0138154621774493,0.0241513221075231
"ENSSSCG00000057247","TRIM52","protein_coding",1,3.54639548788528,0.0138139603993773,0.0241513221075231
"ENSSSCG00000010489",NA,"protein_coding",1,4.44581103401267,0.0138289466494512,0.0241721237342367
"ENSSSCG00000038444","ENY2","protein_coding",1,7.4188947139733,0.0138495232656517,0.0242053157911659
"ENSSSCG00000024568",NA,"protein_coding",1,2.42551415444131,0.0138633898958919,0.0242236088182352
"ENSSSCG00000008866","GUCY1A1","protein_coding",2,8.37990674747039,0.013864156364601,0.0242236088182352
