"target_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","target_id.1","ens_gene","ext_gene","gene_label","significant","contrast"
"ENSSSCT00000088141.1",5.39980350030123,-1.75715465035786,4.83175307142001,2.25803749315921e-05,0.0273894488281306,1.36781424439814,"ENSSSCT00000088141.1","ENSSSCG00000008648","RSAD2","RSAD2","Significant","Bronchial_24hpi_Inf_vs_Mock"
"ENSSSCT00000072357.1",4.76830787241977,-3.2654290206174,4.93313266680857,1.64771803474469e-05,0.0244506377101251,1.32661464853051,"ENSSSCT00000072357.1","ENSSSCG00000008648","RSAD2","RSAD2","Significant","Bronchial_24hpi_Inf_vs_Mock"
"ENSSSCT00000030602.5",1.7713838616367,6.3025556627788,5.37157530255851,4.17667145732194e-06,0.0117005354982348,3.9337635052316,"ENSSSCT00000030602.5","ENSSSCG00000030108","ZNFX1","ZNFX1","Significant","Bronchial_24hpi_Inf_vs_Mock"
"ENSSSCT00000022577.5",1.53602514687752,6.75782898931024,4.50306853399866,6.219887500584e-05,0.0441422711617533,1.26155645247398,"ENSSSCT00000022577.5","ENSSSCG00000030108","ZNFX1","ZNFX1","Significant","Bronchial_24hpi_Inf_vs_Mock"
"ENSSSCT00000048370.3",3.04374946032912,5.65538788171592,5.44938389510539,3.26994343015436e-06,0.0117005354982348,4.243238768922,"ENSSSCT00000048370.3","ENSSSCG00000030408","RIGI","RIGI","Significant","Bronchial_24hpi_Inf_vs_Mock"
"ENSSSCT00000058360.3",3.29732023060756,4.72145275185467,5.05573862983238,1.12413504989995e-05,0.0191597676609157,3.18729861092592,"ENSSSCT00000058360.3","ENSSSCG00000030408","RIGI","RIGI","Significant","Bronchial_24hpi_Inf_vs_Mock"
